Date,Grade,Caliper,Width,Tons,Plant,Mill
9/22/2015,PKXX,72-28-W,35.6875,5.8165,PLT00006,West Monroe
9/23/2015,PKXX,72-28-W,35.6875,17.496,PLT00006,West Monroe
9/26/2015,PKXX,72-18-F,40,6.777,PLT00006,West Monroe
10/1/2015,PKXX,72-28-W,29,20.472,PLT00006,West Monroe
10/2/2015,PKXX,72-28-W,36.875,20.4565,PLT00006,West Monroe
10/4/2015,PKXX,72-18-F,24,1.384,PLT00006,West Monroe
10/4/2015,PKXX,72-18-F,40,2.262,PLT00006,West Monroe
10/5/2015,PKXX,72-28-W,29,3.1485,PLT00006,West Monroe
10/5/2015,PKXX,72-28-W,36.875,6.2345,PLT00006,West Monroe
10/8/2015,PKXX,72-18-F,32.875,11.8185,PLT00006,West Monroe
10/8/2015,PKXX,72-18-F,40.125,9.8395,PLT00006,West Monroe
10/9/2015,PKXX,72-18-F,32.875,44.874,PLT00006,West Monroe
10/9/2015,PKXX,72-18-F,40.125,17.231,PLT00006,West Monroe
10/12/2015,PKXX,72-26-W,46.875,30.742236,PLT00006,West Monroe
10/13/2015,PKXX,72-18-F,32.875,5.861,PLT00006,West Monroe
10/28/2015,PKXX,72-18-F,34.75,18.449,PLT00006,West Monroe
11/2/2015,PKXX,72-18-F,24,5.4475,PLT00006,West Monroe
11/12/2015,PKXX,72-18-F,40,40.2305,PLT00006,West Monroe
11/13/2015,PKXX,72-18-F,34.75,12.177,PLT00006,West Monroe
11/13/2015,PKXX,72-18-F,40,23.8165,PLT00006,West Monroe
11/13/2015,PKXX,72-18-F,41.625,4.8735,PLT00006,West Monroe
11/15/2015,PKXX,72-18-F,34.75,3.8635,PLT00006,West Monroe
11/15/2015,PKXX,72-18-F,40.125,27.7075,PLT00006,West Monroe
11/17/2015,PKXX,72-18-F,34.75,3.9645,PLT00006,West Monroe
11/17/2015,PKXX,72-24-W,32.125,1.797,PLT00006,West Monroe
11/17/2015,PKXX,72-24-W,43.5,2.585,PLT00006,West Monroe
11/17/2015,PKXX,72-26-W,45.125,58.7755,PLT00006,West Monroe
11/18/2015,PKXX,72-26-W,45.125,20.0425,PLT00006,West Monroe
11/18/2015,PKXX,72-28-W,29,18.694,PLT00006,West Monroe
11/18/2015,PKXX,72-28-W,31.875,19.0985,PLT00006,West Monroe
11/18/2015,PKXX,72-28-W,33.875,25.717,PLT00006,West Monroe
11/19/2015,PKXX,72-26-W,45.125,12.1215,PLT00006,West Monroe
11/19/2015,PKXX,72-28-W,29,1.496,PLT00006,West Monroe
11/19/2015,PKXX,72-28-W,31.875,29.183,PLT00006,West Monroe
11/20/2015,PKXX,72-18-F,41.625,2.4565,PLT00006,West Monroe
11/20/2015,PKXX,72-22-W,40.375,4.403,PLT00006,West Monroe
12/1/2015,PKXX,72-28-W,29,13.345,PLT00006,West Monroe
12/1/2015,PKXX,72-28-W,36.875,6.206,PLT00006,West Monroe
12/3/2015,PKXX,72-18-F,32.875,58.9755,PLT00006,West Monroe
12/3/2015,PKXX,72-18-F,34.75,4.032,PLT00006,West Monroe
12/4/2015,PKXX,72-18-F,32.875,3.7275,PLT00006,West Monroe
12/4/2015,PKXX,72-18-F,34.75,18.2255,PLT00006,West Monroe
12/8/2015,PKXX,72-18-F,34.75,8.165,PLT00006,West Monroe
12/11/2015,PKXX,72-18-F,24,8.031,PLT00006,West Monroe
12/11/2015,PKXX,72-24-W,27,1.469,PLT00006,West Monroe
12/14/2015,PKXX,72-24-W,32.125,9.046,PLT00006,West Monroe
12/17/2015,PKXX,72-26-W,45.125,2.5139405,PLT00006,West Monroe
12/31/2015,PKXX,72-26-W,45.125,19.387,PLT00006,West Monroe
1/1/2016,PKXX,72-28-W,29,14.391,PLT00006,West Monroe
1/3/2016,PKXX,72-26-W,45.125,20.5025,PLT00006,West Monroe
1/9/2016,PKXX,72-18-F,32.875,57.766,PLT00006,West Monroe
1/9/2016,PKXX,72-18-F,40,58.3345,PLT00006,West Monroe
1/9/2016,PKXX,72-18-F,40.125,14.8145,PLT00006,West Monroe
1/14/2016,PKXX,72-18-F,32.875,5.981,PLT00006,West Monroe
1/14/2016,PKXX,72-18-F,34.75,8.43,PLT00006,West Monroe
1/14/2016,PKXX,72-18-F,40.125,14.7825,PLT00006,West Monroe
1/14/2016,PKXX,72-26-W,45.125,12.8485,PLT00006,West Monroe
1/19/2016,PKXX,72-26-W,45.125,61.0565,PLT00006,West Monroe
1/20/2016,PKXX,72-24-W,40.875,10.777,PLT00006,West Monroe
1/20/2016,PKXX,72-24-W,47.5,10.018,PLT00006,West Monroe
1/20/2016,PKXX,72-26-W,45.125,12.6595,PLT00006,West Monroe
1/21/2016,PKXX,72-24-W,40.875,8.6545,PLT00006,West Monroe
1/21/2016,PKXX,72-24-W,47.5,17.6245,PLT00006,West Monroe
1/21/2016,PKXX,72-26-W,49.5,16.0475,PLT00006,West Monroe
1/21/2016,PKXX,72-28-W,29,14.007,PLT00006,West Monroe
1/25/2016,PKXX,72-26-W,49.5,2.2163445,PLT00006,West Monroe
1/25/2016,PKXX,72-28-W,29,3.128018,PLT00006,West Monroe
1/28/2016,PKXX,72-26-W,31.25,32.8155,PLT00006,West Monroe
1/30/2016,PKXX,72-26-W,50.5,10.6805,PLT00006,West Monroe
2/7/2016,PKXX,72-26-W,49.5,65.188,PLT00006,West Monroe
2/11/2016,PKXX,72-18-F,32.875,42.582,PLT00006,West Monroe
2/11/2016,PKXX,72-18-F,40,9.4525,PLT00006,West Monroe
2/11/2016,PKXX,72-18-F,40.125,28.4635,PLT00006,West Monroe
2/12/2016,PKXX,72-18-F,32.875,19.099,PLT00006,West Monroe
2/17/2016,PKXX,72-24-W,41,18.1401055,PLT00006,West Monroe
2/25/2016,PKXX,72-28-W,37.5,4.1183535,PLT00006,West Monroe
2/28/2016,PKXX,72-26-W,45.125,20.0225,PLT00006,West Monroe
2/28/2016,PKXX,72-28-W,35.6875,42.6625,PLT00006,West Monroe
2/29/2016,PKXX,72-26-W,45.125,27.5405,PLT00006,West Monroe
2/29/2016,PKXX,72-28-W,29,17.271,PLT00006,West Monroe
2/29/2016,PKXX,72-28-W,35.6875,1.9325,PLT00006,West Monroe
3/3/2016,PKXX,72-18-F,32.875,54.6065,PLT00006,West Monroe
3/3/2016,PKXX,72-18-F,40,51.737,PLT00006,West Monroe
3/3/2016,PKXX,72-28-W,37.5,12.3033855,PLT00006,West Monroe
3/5/2016,PKXX,72-18-F,32.875,7.5715,PLT00006,West Monroe
3/5/2016,PKXX,72-18-F,40,9.2135,PLT00006,West Monroe
3/5/2016,PKXX,72-26-W,45.125,37.8305,PLT00006,West Monroe
3/5/2016,PKXX,72-28-W,29,3.097,PLT00006,West Monroe
3/21/2016,PKXX,72-24-W,32.125,5.612,PLT00006,West Monroe
3/21/2016,PKXX,72-24-W,50.125,14.705,PLT00006,West Monroe
3/26/2016,PKXX,72-28-W,31.875,23.611,PLT00006,West Monroe
3/26/2016,PKXX,72-28-W,36,19.032,PLT00006,West Monroe
3/27/2016,PKXX,72-28-W,31.875,6.645,PLT00006,West Monroe
3/27/2016,PKXX,72-28-W,36,13.346,PLT00006,West Monroe
3/28/2016,PKXX,72-28-W,31.875,19.9695,PLT00006,West Monroe
4/3/2016,PKXX,72-24-W,41,20.7855,PLT00006,West Monroe
4/4/2016,PKXX,72-24-W,43.5,78.8935,PLT00006,West Monroe
4/5/2016,PKXX,72-24-W,43.5,7.3935,PLT00006,West Monroe
4/7/2016,PKXX,72-18-F,40.875,19.0105,PLT00006,West Monroe
4/8/2016,PKXX,72-18-F,40.125,21.451,PLT00006,West Monroe
4/9/2016,PKXX,72-18-F,40.875,19.0765,PLT00006,West Monroe
4/10/2016,PKXX,72-18-F,40.875,19.074,PLT00006,West Monroe
4/11/2016,PKXX,72-18-F,40,40.6065,PLT00006,West Monroe
4/12/2016,PKXX,72-26-W,45.125,59.7185,PLT00006,West Monroe
4/13/2016,PKXX,72-18-F,24,9.2795,PLT00006,West Monroe
4/13/2016,PKXX,72-18-F,32.875,1.9095,PLT00006,West Monroe
4/13/2016,PKXX,72-18-F,40,2.3155,PLT00006,West Monroe
4/13/2016,PKXX,72-26-W,45.125,22.224,PLT00006,West Monroe
4/13/2016,PKXX,72-26-W,49.5,2.7365,PLT00006,West Monroe
4/14/2016,PKXX,72-26-W,45.125,9.845,PLT00006,West Monroe
4/14/2016,PKXX,72-28-W,35.6875,24.7325,PLT00006,West Monroe
4/15/2016,PKXX,72-28-W,35.6875,20.823,PLT00006,West Monroe
4/20/2016,PKXX,72-18-F,32.875,54.6395,PLT00006,West Monroe
4/21/2016,PKXX,72-18-F,32.875,3.667,PLT00006,West Monroe
4/21/2016,PKXX,72-24-W,47.5,33.3665,PLT00006,West Monroe
5/2/2016,PKXX,72-18-F,32.875,3.8945,PLT00006,West Monroe
5/2/2016,PKXX,72-22-W,39.75,4.5625,PLT00006,West Monroe
5/2/2016,PKXX,72-24-W,32.75,9.792,PLT00006,West Monroe
5/4/2016,PKXX,72-26-W,45.125,46.954,PLT00006,West Monroe
5/4/2016,PKXX,72-26-W,49.5,13.4,PLT00006,West Monroe
5/5/2016,PKXX,72-18-F,31.5,7.8505,PLT00006,West Monroe
5/5/2016,PKXX,72-18-F,40,25.331,PLT00006,West Monroe
5/5/2016,PKXX,72-26-W,45.125,44.599,PLT00006,West Monroe
5/5/2016,PKXX,72-26-W,49.5,2.7785,PLT00006,West Monroe
5/6/2016,PKXX,72-28-W,31.875,36.0195,PLT00006,West Monroe
5/6/2016,PKXX,72-28-W,36,25.1545,PLT00006,West Monroe
5/6/2016,PKXX,72-28-W,37.75,2.221,PLT00006,West Monroe
5/8/2016,PKXX,72-18-F,40,20.602,PLT00006,West Monroe
5/10/2016,PKXX,72-18-F,31.5,42.955,PLT00006,West Monroe
5/10/2016,PKXX,72-18-F,34.75,17.3205,PLT00006,West Monroe
5/10/2016,PKXX,72-18-F,35.375,15.485,PLT00006,West Monroe
5/10/2016,PKXX,72-18-F,40,7.6875,PLT00006,West Monroe
5/10/2016,PKXX,72-24-W,32.125,7.5945,PLT00006,West Monroe
5/10/2016,PKXX,72-24-W,50.125,13.954,PLT00006,West Monroe
5/10/2016,PKXX,72-28-W,31.875,1.7045,PLT00006,West Monroe
5/11/2016,PKXX,72-18-F,31.5,1.964,PLT00006,West Monroe
5/11/2016,PKXX,72-18-F,35.375,19.9015,PLT00006,West Monroe
5/16/2016,PKXX,72-18-F,34.75,2.084,PLT00006,West Monroe
5/16/2016,PKXX,72-24-W,41,16.116,PLT00006,West Monroe
5/16/2016,PKXX,72-24-W,47.5,2.6375,PLT00006,West Monroe
5/24/2016,PKXX,72-18-F,31.5,10.022,PLT00006,West Monroe
5/24/2016,PKXX,72-18-F,40,10.144,PLT00006,West Monroe
5/31/2016,PKXX,72-26-W,49.5,21.0995,PLT00006,West Monroe
6/1/2016,PKXX,72-18-F,32.875,5.7695,PLT00006,West Monroe
6/1/2016,PKXX,72-26-W,49.5,13.3185,PLT00006,West Monroe
6/2/2016,PKXX,72-18-F,24,2.818,PLT00006,West Monroe
6/2/2016,PKXX,72-18-F,32.875,41.681,PLT00006,West Monroe
6/2/2016,PKXX,72-18-F,35.375,17.0095,PLT00006,West Monroe
6/2/2016,PKXX,72-18-F,40,50.652,PLT00006,West Monroe
6/2/2016,PKXX,72-18-F,40.125,19.242,PLT00006,West Monroe
6/2/2016,PKXX,72-26-W,49.5,8.1005,PLT00006,West Monroe
6/5/2016,PKXX,72-18-F,24,4.2585,PLT00006,West Monroe
6/6/2016,PKXX,72-18-F,32.875,13.6865,PLT00006,West Monroe
6/6/2016,PKXX,72-24-W,40.875,7.143,PLT00006,West Monroe
6/9/2016,PKXX,72-18-F,34.75,10.146,PLT00006,West Monroe
6/9/2016,PKXX,72-18-F,40.125,7.1275,PLT00006,West Monroe
6/10/2016,PKXX,72-18-F,40,16.5795,PLT00006,West Monroe
6/10/2016,PKXX,72-18-F,40.125,2.3205,PLT00006,West Monroe
6/14/2016,PKXX,72-24-W,43.5,20.436,PLT00006,West Monroe
6/15/2016,PKXX,72-24-W,32.125,7.345,PLT00006,West Monroe
6/15/2016,PKXX,72-24-W,43.5,20.237,PLT00006,West Monroe
6/17/2016,PKXX,72-22-W,39.375,4.761,PLT00006,West Monroe
6/17/2016,PKXX,72-28-W,37.75,8.9115,PLT00006,West Monroe
6/22/2016,PKXX,72-18-F,31.5,62.3135,PLT00006,West Monroe
6/22/2016,PKXX,72-18-F,34.75,2.1725,PLT00006,West Monroe
6/24/2016,PKXX,72-18-F,31.5,9.7695,PLT00006,West Monroe
6/24/2016,PKXX,72-18-F,34.75,4.329,PLT00006,West Monroe
6/24/2016,PKXX,72-24-W,43.5,5.092,PLT00006,West Monroe
6/24/2016,PKXX,72-26-W,49.375,15.926,PLT00006,West Monroe
7/2/2015,PKXX,72-22-W,31.5,97.4765,PLT00008,West Monroe
7/6/2015,PKXX,72-18-F,60.5,40.8385,PLT00008,West Monroe
7/8/2015,PKXX,72-20-W,38.375,14.7955,PLT00008,West Monroe
7/8/2015,PKXX,72-20-W,49.25,5.4415,PLT00008,West Monroe
7/13/2015,PKXX,72-20-W,37.75,85.5125,PLT00008,West Monroe
7/14/2015,PKXX,72-20-W,37.75,21.285,PLT00008,West Monroe
7/15/2015,PKXX,72-20-W,37.75,21.2865,PLT00008,West Monroe
7/17/2015,PKXX,72-18-F,42.75,21.54,PLT00008,West Monroe
7/20/2015,PKXX,72-18-F,42.75,2.383,PLT00008,West Monroe
7/20/2015,PKXX,72-20-W,37.75,2.1225,PLT00008,West Monroe
7/27/2015,PKXX,72-22-W,31.5,61.35,PLT00008,West Monroe
7/28/2015,PKXX,72-22-W,31.5,38.8675,PLT00008,West Monroe
7/28/2015,PKXX,72-24-W,31.25,10.4375,PLT00008,West Monroe
7/28/2015,PKXX,72-24-W,44,29.4815,PLT00008,West Monroe
7/29/2015,PKXX,72-24-W,29.875,3.3715,PLT00008,West Monroe
7/29/2015,PKXX,72-24-W,44,17.208,PLT00008,West Monroe
7/31/2015,PKXX,72-24-W,31.25,8.757,PLT00008,West Monroe
7/31/2015,PKXX,72-24-W,44,7.437,PLT00008,West Monroe
8/3/2015,PKXX,72-20-W,37.75,2.2145,PLT00008,West Monroe
8/3/2015,PKXX,72-20-W,38.375,2.133,PLT00008,West Monroe
8/3/2015,PKXX,72-20-W,49.25,50.0215,PLT00008,West Monroe
8/5/2015,PKXX,72-18-F,60.5,21.117,PLT00008,West Monroe
8/5/2015,PKXX,72-20-W,49.25,5.868,PLT00008,West Monroe
8/6/2015,PKXX,72-18-F,60.5,21.2165,PLT00008,West Monroe
8/7/2015,PKXX,72-18-F,60.5,21.1725,PLT00008,West Monroe
8/10/2015,PKXX,72-22-W,31.5,61.767,PLT00008,West Monroe
8/11/2015,PKXX,72-22-W,31.5,60.212,PLT00008,West Monroe
8/13/2015,PKXX,72-24-W,35.125,9.7035,PLT00008,West Monroe
8/16/2015,PKXX,72-20-W,37.75,50.8645,PLT00008,West Monroe
8/16/2015,PKXX,72-20-W,38.375,53.6475,PLT00008,West Monroe
8/16/2015,PKXX,72-20-W,49.25,50.9715,PLT00008,West Monroe
8/16/2015,PKXX,72-20-W,53.625,3.1205,PLT00008,West Monroe
8/16/2015,PKXX,72-24-W,29.875,1.7015,PLT00008,West Monroe
8/19/2015,PKXX,72-20-W,37.75,34.981,PLT00008,West Monroe
8/19/2015,PKXX,72-20-W,38.375,26.632,PLT00008,West Monroe
8/21/2015,PKXX,72-20-W,37.75,6.65,PLT00008,West Monroe
8/21/2015,PKXX,72-20-W,38.375,11.0135,PLT00008,West Monroe
8/22/2015,PKXX,72-20-W,53.625,15.723,PLT00008,West Monroe
8/23/2015,PKXX,72-20-W,49.25,16.9875,PLT00008,West Monroe
8/24/2015,PKXX,72-20-W,49.25,19.85,PLT00008,West Monroe
8/24/2015,PKXX,72-20-W,53.875,15.16,PLT00008,West Monroe
8/27/2015,PKXX,72-22-W,31.5,42.133,PLT00008,West Monroe
9/1/2015,PKXX,72-20-W,37.25,86.146,PLT00008,West Monroe
9/1/2015,PKXX,72-20-W,38.375,32.928,PLT00008,West Monroe
9/1/2015,PKXX,72-20-W,56,6.337423,PLT00008,West Monroe
9/2/2015,PKXX,72-20-W,37.75,17.622,PLT00008,West Monroe
9/2/2015,PKXX,72-20-W,38.375,46.7265,PLT00008,West Monroe
9/5/2015,PKXX,72-20-W,37.25,2.115,PLT00008,West Monroe
9/5/2015,PKXX,72-20-W,38.375,9.067,PLT00008,West Monroe
9/7/2015,PKXX,72-18-F,53,21.847,PLT00008,West Monroe
9/8/2015,PKXX,72-18-F,53,65.637,PLT00008,West Monroe
9/8/2015,PKXX,72-22-W,31.5,20.378,PLT00008,West Monroe
9/9/2015,PKXX,72-18-F,43.875,17.248,PLT00008,West Monroe
9/9/2015,PKXX,72-18-F,53,12.435,PLT00008,West Monroe
9/14/2015,PKXX,72-18-F,60.5,6.9085,PLT00008,West Monroe
9/14/2015,PKXX,72-20-W,37.75,2.205,PLT00008,West Monroe
9/14/2015,PKXX,72-20-W,38.375,4.4385,PLT00008,West Monroe
9/14/2015,PKXX,72-22-W,31.5,22.414,PLT00008,West Monroe
9/14/2015,PKXX,72-24-W,31.25,1.7355,PLT00008,West Monroe
9/14/2015,PKXX,72-24-W,44,2.627,PLT00008,West Monroe
9/16/2015,PKXX,72-24-W,31.25,19.645,PLT00008,West Monroe
9/17/2015,PKXX,72-20-W,37.75,26.729,PLT00008,West Monroe
9/17/2015,PKXX,72-20-W,53.625,15.529,PLT00008,West Monroe
9/18/2015,PKXX,72-20-W,37.75,24.511,PLT00008,West Monroe
9/18/2015,PKXX,72-20-W,53.625,15.8095,PLT00008,West Monroe
9/21/2015,PKXX,72-20-W,37.75,17.7665,PLT00008,West Monroe
9/21/2015,PKXX,72-20-W,53.625,3.1235,PLT00008,West Monroe
9/24/2015,PKXX,72-20-W,37.75,4.489,PLT00008,West Monroe
9/24/2015,PKXX,72-20-W,53.625,15.7,PLT00008,West Monroe
9/25/2015,PKXX,72-20-W,37.75,2.2495,PLT00008,West Monroe
9/25/2015,PKXX,72-20-W,53.625,9.368,PLT00008,West Monroe
10/2/2015,PKXX,72-18-F,42.75,2.4813255,PLT00008,West Monroe
10/3/2015,PKXX,72-20-W,49.25,8.5285,PLT00008,West Monroe
10/6/2015,PKXX,72-20-W,49.25,145.4265,PLT00008,West Monroe
10/6/2015,PKXX,72-24-W,44,10.39,PLT00008,West Monroe
10/9/2015,PKXX,72-18-F,41.375,22.07,PLT00008,West Monroe
10/10/2015,PKXX,72-20-W,39.375,56.508999,PLT00008,West Monroe
10/13/2015,PKXX,72-18-F,41.375,4.9405,PLT00008,West Monroe
10/13/2015,PKXX,72-20-W,49.25,2.9795,PLT00008,West Monroe
10/13/2015,PKXX,72-22-W,31.5,32.0565,PLT00008,West Monroe
10/14/2015,PKXX,72-18-F,51,5.9705535,PLT00008,West Monroe
10/14/2015,PKXX,72-18-F,55.25,9.375,PLT00008,West Monroe
10/15/2015,PKXX,72-22-W,32.625,1.811986,PLT00008,West Monroe
10/19/2015,PKXX,72-22-W,31.5,20.6135,PLT00008,West Monroe
10/20/2015,PKXX,72-22-W,31.5,22.034,PLT00008,West Monroe
10/20/2015,PKXX,72-24-W,37.5,31.374,PLT00008,West Monroe
10/20/2015,PKXX,72-24-W,44,9.7505,PLT00008,West Monroe
10/21/2015,PKXX,72-24-W,37.5,6.203,PLT00008,West Monroe
10/21/2015,PKXX,72-24-W,44,4.9185,PLT00008,West Monroe
10/22/2015,PKXX,72-22-W,31.5,83.1935,PLT00008,West Monroe
10/22/2015,PKXX,72-24-W,31.25,30.919,PLT00008,West Monroe
10/22/2015,PKXX,72-24-W,37.5,43.23,PLT00008,West Monroe
10/22/2015,PKXX,72-24-W,44,26.696,PLT00008,West Monroe
10/24/2015,PKXX,72-24-W,31.25,8.5455,PLT00008,West Monroe
10/24/2015,PKXX,72-24-W,35.125,7.731,PLT00008,West Monroe
10/24/2015,PKXX,72-24-W,37.5,2.051,PLT00008,West Monroe
10/24/2015,PKXX,72-24-W,44,2.3905,PLT00008,West Monroe
10/26/2015,PKXX,72-22-W,31.5,3.383,PLT00008,West Monroe
10/26/2015,PKXX,72-24-W,37.5,2.061,PLT00008,West Monroe
10/27/2015,PKXX,72-24-W,37.5,6.2265,PLT00008,West Monroe
10/27/2015,PKXX,72-24-W,44,2.373,PLT00008,West Monroe
11/7/2015,PKXX,72-24-W,31.25,20.6805,PLT00008,West Monroe
11/8/2015,PKXX,72-24-W,29.875,6.5935,PLT00008,West Monroe
11/8/2015,PKXX,72-24-W,31.25,13.789,PLT00008,West Monroe
11/9/2015,PKXX,72-20-W,37.75,6.4925,PLT00008,West Monroe
11/9/2015,PKXX,72-20-W,38.375,54.556,PLT00008,West Monroe
11/10/2015,PKXX,72-20-W,37.75,10.8075,PLT00008,West Monroe
11/10/2015,PKXX,72-20-W,38.375,50.175,PLT00008,West Monroe
11/10/2015,PKXX,72-24-W,29.875,1.6455,PLT00008,West Monroe
11/10/2015,PKXX,72-24-W,31.25,8.6095,PLT00008,West Monroe
11/23/2015,PKXX,72-22-W,31.5,19.925,PLT00008,West Monroe
11/24/2015,PKXX,72-20-W,39.875,20.4059175,PLT00008,West Monroe
11/24/2015,PKXX,72-22-W,31.5,41.5575,PLT00008,West Monroe
11/25/2015,PKXX,72-22-W,31.5,93.613,PLT00008,West Monroe
11/26/2015,PKXX,72-22-W,31.5,41.9435,PLT00008,West Monroe
11/27/2015,PKXX,72-22-W,31.5,21.022,PLT00008,West Monroe
11/28/2015,PKXX,72-24-W,44,44.0895,PLT00008,West Monroe
11/29/2015,PKXX,72-24-W,44,19.6775,PLT00008,West Monroe
12/1/2015,PKXX,72-20-W,39.875,53.743835,PLT00008,West Monroe
12/2/2015,PKXX,72-24-W,44,7.3695,PLT00008,West Monroe
12/3/2015,PKXX,72-24-W,38.875,12.8758395,PLT00008,West Monroe
12/3/2015,PKXX,72-24-W,39.375,15.251,PLT00008,West Monroe
12/4/2015,PKXX,72-24-W,38.875,8.6048295,PLT00008,West Monroe
12/4/2015,PKXX,72-24-W,39.375,13.141,PLT00008,West Monroe
12/6/2015,PKXX,72-22-W,31.5,10.702,PLT00008,West Monroe
12/8/2015,PKXX,72-24-W,39.375,15.039,PLT00008,West Monroe
12/14/2015,PKXX,72-24-W,31.25,17.5945,PLT00008,West Monroe
12/14/2015,PKXX,72-24-W,37.5,4.247,PLT00008,West Monroe
12/15/2015,PKXX,72-22-W,31.5,37.758,PLT00008,West Monroe
12/15/2015,PKXX,72-22-W,31.625,5.406,PLT00008,West Monroe
12/15/2015,PKXX,72-24-W,31.25,7.169,PLT00008,West Monroe
12/15/2015,PKXX,72-24-W,37.5,14.8855,PLT00008,West Monroe
12/16/2015,PKXX,72-22-W,31.5,85.4375,PLT00008,West Monroe
12/16/2015,PKXX,72-24-W,31.25,21.2255,PLT00008,West Monroe
12/17/2015,PKXX,72-20-W,49.25,19.8225,PLT00008,West Monroe
12/17/2015,PKXX,72-24-W,37.5,21.67,PLT00008,West Monroe
12/18/2015,PKXX,72-22-W,31.5,1.8,PLT00008,West Monroe
12/18/2015,PKXX,72-24-W,31.25,8.921,PLT00008,West Monroe
12/18/2015,PKXX,72-24-W,37.5,8.587,PLT00008,West Monroe
12/19/2015,PKXX,72-22-W,31.5,25.0765,PLT00008,West Monroe
12/19/2015,PKXX,72-22-W,31.625,1.8105,PLT00008,West Monroe
12/19/2015,PKXX,72-24-W,31.25,5.4235,PLT00008,West Monroe
12/19/2015,PKXX,72-24-W,37.5,8.6425,PLT00008,West Monroe
12/23/2015,PKXX,72-20-W,49.25,2.854,PLT00008,West Monroe
12/23/2015,PKXX,72-22-W,31.5,3.589,PLT00008,West Monroe
12/23/2015,PKXX,72-24-W,31.25,9.0245,PLT00008,West Monroe
12/23/2015,PKXX,72-24-W,37.5,4.304,PLT00008,West Monroe
12/31/2015,PKXX,72-22-W,31.5,21.5005,PLT00008,West Monroe
1/1/2016,PKXX,72-22-W,31.5,57.147,PLT00008,West Monroe
1/5/2016,PKXX,72-24-W,37.5,21.516,PLT00008,West Monroe
1/6/2016,PKXX,72-24-W,37.5,41.194,PLT00008,West Monroe
1/7/2016,PKXX,72-20-W,38.375,42.7905,PLT00008,West Monroe
1/7/2016,PKXX,72-20-W,38.875,2.118625,PLT00008,West Monroe
1/8/2016,PKXX,72-20-W,38.375,54.0405,PLT00008,West Monroe
1/14/2016,PKXX,72-24-W,38.875,6.455,PLT00008,West Monroe
1/15/2016,PKXX,72-24-W,38.875,10.868601,PLT00008,West Monroe
1/16/2016,PKXX,72-20-W,56.125,16.371,PLT00008,West Monroe
1/23/2016,PKXX,72-18-F,60.5,84.48,PLT00008,West Monroe
1/23/2016,PKXX,72-24-W,37.5,20.5905,PLT00008,West Monroe
1/24/2016,PKXX,72-20-W,55.375,13.08,PLT00008,West Monroe
1/27/2016,PKXX,72-20-W,49.25,39.7725,PLT00008,West Monroe
2/9/2016,PKXX,72-24-W,44,20.1885,PLT00008,West Monroe
2/10/2016,PKXX,72-20-W,48.125,11.0915,PLT00008,West Monroe
2/10/2016,PKXX,72-20-W,49.25,25.7855,PLT00008,West Monroe
2/11/2016,PKXX,72-20-W,48.125,23.0815,PLT00008,West Monroe
2/11/2016,PKXX,72-20-W,49.25,20.2595,PLT00008,West Monroe
2/11/2016,PKXX,72-24-W,44,12.92,PLT00008,West Monroe
2/13/2016,PKXX,72-22-W,31.5,3.5495,PLT00008,West Monroe
2/13/2016,PKXX,72-24-W,44,17.861,PLT00008,West Monroe
2/26/2016,PKXX,72-20-W,49.25,41.9955,PLT00008,West Monroe
2/27/2016,PKXX,72-18-F,60.5,6.889,PLT00008,West Monroe
2/27/2016,PKXX,72-20-W,37.75,20.049,PLT00008,West Monroe
2/27/2016,PKXX,72-20-W,46.625,10.568,PLT00008,West Monroe
3/2/2016,PKXX,72-20-W,37.75,41.4085,PLT00008,West Monroe
3/2/2016,PKXX,72-20-W,38.375,18.7555,PLT00008,West Monroe
3/11/2016,PKXX,72-22-W,31.5,62.341,PLT00008,West Monroe
3/12/2016,PKXX,72-22-W,31.5,17.693,PLT00008,West Monroe
3/13/2016,PKXX,72-22-W,31.5,17.645,PLT00008,West Monroe
3/14/2016,PKXX,72-20-W,49.875,2.215793,PLT00008,West Monroe
3/15/2016,PKXX,72-17-F,35.5,27.072363,PLT00008,West Monroe
3/15/2016,PKXX,72-24-W,31.25,21.1995,PLT00008,West Monroe
3/16/2016,PKXX,72-17-F,35.5,41.782,PLT00008,West Monroe
3/16/2016,PKXX,72-20-W,49.25,40.8965,PLT00008,West Monroe
3/17/2016,PKXX,72-20-W,49.25,43.999,PLT00008,West Monroe
3/17/2016,PKXX,72-22-W,31.5,17.834,PLT00008,West Monroe
3/17/2016,PKXX,72-24-W,31.25,16.383,PLT00008,West Monroe
3/17/2016,PKXX,72-24-W,44,2.583,PLT00008,West Monroe
3/18/2016,PKXX,72-20-W,49.25,11.4475,PLT00008,West Monroe
3/18/2016,PKXX,72-24-W,31.25,14.6935,PLT00008,West Monroe
3/18/2016,PKXX,72-24-W,44,7.6545,PLT00008,West Monroe
3/19/2016,PKXX,72-24-W,44,21.105,PLT00008,West Monroe
3/20/2016,PKXX,72-24-W,44,10.8435,PLT00008,West Monroe
3/21/2016,PKXX,72-24-W,37.5,40.321,PLT00008,West Monroe
3/22/2016,PKXX,72-17-F,40,16.579454,PLT00008,West Monroe
3/24/2016,PKXX,72-17-F,40,9.6268335,PLT00008,West Monroe
3/25/2016,PKXX,72-20-W,49.25,6.0415,PLT00008,West Monroe
